"tax_id","name","rank"
"2772086","uncultured phage cr7_1",
"2772087","crAssphage cr113_1","species"
"2772088","crAssphage cr114_1","species"
"2772089","crAssphage cr115_1","species"
"2772089","uncultured phage cr115_1",
"2772511","Pectinobacterium phage vB_PcaM_CBB",
"2772516","Ruminococcus phage phiRM10","species"
"2772519","Ruminococcus phage phiRg519T2","species"
"2772521","Ruminococcus phage phiRgPS_6","species"
"2774416","Siphovirus Jomon_CT89","species"
"2774418","Siphovirus LN-2020-1","species"
"2774419","Siphovirus LN-2020-2","species"
"2776752","Xanthomonas phage Xaa_vB_phi31","species"
"2776815","Streptococcus phage 23TH","species"
"2776831","Klebsiella phage vB_KpnM_Seu621",
"2777322","Lactococcus phage FB14","species"
"2777324","Lactococcus phage FB6","species"
"2777326","Lactococcus phage FB3","species"
"2777327","Lactococcus phage GL7","species"
"2777328","Lactococcus phage GP13","species"
"2777331","Lactococcus phage RH10","species"
"2780070","UAG-readthrough crAss clade",
"2780377","CrAssphage sp. C0521BD4","species"
"2780379","CrAssphage sp. C0526BW15","species"
"2780380","CrAssphage sp. C0531BW4","species"
"2781367","Bacteriophage sp. 438212","species"
"2781373","CrAssphage cat_SB2894","species"
"2788002","unclassified Alexandravirus",
"2788361","unclassified Limdunavirus",
"2788367","unclassified Mimasvirus",
"2788409","unclassified Nyavirus",
"2788436","unclassified Petsuvirus",
"2788529","unclassified Pollyceevirus",
"2788748","unclassified Mccleskeyvirinae",
"2788761","unclassified Procedovirinae",
"2788772","unclassified Klosneuvirinae",
"2788787","unclassified Caudoviricetes",
"2788790","unclassified Krylovirinae",
"2797313","Erwinia phage pEa_SNUABM_5","species"
"2798043","Pectobacterium phage PcCB7V","species"
"2801381","Kosakonia phage Kc166A","species"
"2801383","Kosakonia phage Kc166B","species"
"2801384","Kosakonia phage Kc259","species"
"2801835","Klebsiella phage vB_KpM_FBKp34","species"
"2803888","Enterococcus phage Entfac.YE1","species"
"2805939","Circular ssDNA virus sp.","species"
"2806429","Veiled chameleon serpentovirus A","species"
"2809674","Picobirnaviridae sp.","species"
"2809782","Procedovirinae sp.","species"
"2809869","Sobemovirus sp.","species"
"2811249","Corynebacterium phage CL31","species"
"2812861","Arcanobacterium phage vB-ApyS-JF1","species"
"2815753","Escherichia phage vB_EcoM_fHy-Eco03","species"
"2816462","Pseudomonas phage phiGM22-3","species"
"2816879","Streptococcus phage SG005","species"
"2822680","Enterococcus phage vB_EfaS-SRH2","species"
"2823154","Pandoravirus japonicus","species"
"2823536","Myoviridae sp. ctB7y8","species"
"2823539","Myoviridae sp. ctHP32","species"
"2823543","Myoviridae sp. ctPuP5","species"
"2823549","Myoviridae sp. cte0t5","species"
"2823551","Myoviridae sp. ctngn1","species"
"2823552","Myoviridae sp. ctqMr7","species"
"2823554","Myoviridae sp. ctxZp7","species"
"2823555","Podoviridae sp. ct4s49","species"
"2823558","Podoviridae sp. ctNY03","species"
"2823561","Siphoviridae sp. ct3CA7","species"
"2823562","Siphoviridae sp. ct45W1","species"
"2823566","Siphoviridae sp. ctABi4","species"
"2823567","Siphoviridae sp. ctCCX1","species"
"2823569","Siphoviridae sp. ctDEW4","species"
"2823570","Siphoviridae sp. ctDmQ3","species"
"2823571","Siphoviridae sp. ctDo63","species"
"2823572","Siphoviridae sp. ctFNZ2","species"
"2823575","Siphoviridae sp. ctNiB4","species"
"2823576","Siphoviridae sp. ctNqI2","species"
"2823578","Siphoviridae sp. ctPEx3","species"
"2823585","Siphoviridae sp. ctXOZ1","species"
"2823586","Siphoviridae sp. ctYKh4","species"
"2823589","Siphoviridae sp. ctbrg2","species"
"2823592","Siphoviridae sp. ctj495","species"
"2823594","Siphoviridae sp. ctjfQ5","species"
"2823598","Siphoviridae sp. ctlXU33","species"
"2823602","Siphoviridae sp. ctrWS2","species"
"2823603","Siphoviridae sp. cts9W16","species"
"2823606","Siphoviridae sp. cttdo1","species"
"2823607","Siphoviridae sp. cttkn18","species"
"2823608","Siphoviridae sp. ctuHg3","species"
"2823609","Siphoviridae sp. ctv2R2","species"
"2823610","Siphoviridae sp. ctxS04","species"
"2823611","Siphoviridae sp. ctxZP4","species"
"2823616","Microviridae sp. cty645","species"
"2823619","CrAss-like virus sp. ctt4r3","species"
"2824600","Henan torovirus 2","species"
"2824982","Microviridae sp. ct05d3","species"
"2824983","Microviridae sp. ct08i1","species"
"2824984","Microviridae sp. ct2x44","species"
"2824985","Microviridae sp. ct3hs7","species"
"2824986","Microviridae sp. ct6ut1","species"
"2824987","Microviridae sp. ct9ZF1","species"
"2824989","Microviridae sp. ctE3S2","species"
"2824992","Microviridae sp. ctLZT1","species"
"2824994","Microviridae sp. ctMjH1","species"
"2824996","Microviridae sp. ctOkR17","species"
"2824997","Microviridae sp. ctRE65","species"
"2824998","Microviridae sp. ctSIq6","species"
"2824999","Microviridae sp. ctX0F7","species"
"2825002","Microviridae sp. ctb4Q28","species"
"2825004","Microviridae sp. ctbyf5","species"
"2825005","Microviridae sp. ctlXB4","species"
"2825006","Microviridae sp. ctqt312","species"
"2825008","Microviridae sp. cts131","species"
"2825009","Microviridae sp. cttoc6","species"
"2825013","Myoviridae sp. ct0e511","species"
"2825015","Myoviridae sp. ct0mD26","species"
"2825017","Myoviridae sp. ct1AP5","species"
"2825018","Myoviridae sp. ct1CM14","species"
"2825019","Myoviridae sp. ct1IL4","species"
"2825020","Myoviridae sp. ct2DO6","species"
"2825021","Myoviridae sp. ct2Pw37","species"
"2825023","Myoviridae sp. ct3D84","species"
"2825025","Myoviridae sp. ct3Oc10","species"
"2825026","Myoviridae sp. ct3hC12","species"
"2825028","Myoviridae sp. ct3mI7","species"
"2825031","Myoviridae sp. ct4tH12","species"
"2825032","Myoviridae sp. ct4uh47","species"
"2825034","Myoviridae sp. ct5nJ10","species"
"2825036","Myoviridae sp. ct6aW5","species"
"2825037","Myoviridae sp. ct7113","species"
"2825038","Myoviridae sp. ct7Q419","species"
"2825039","Myoviridae sp. ct7Sv1","species"
"2825041","Myoviridae sp. ct8iP21","species"
"2825042","Myoviridae sp. ct9Uc11","species"
"2825043","Myoviridae sp. ctAca11","species"
"2825044","Myoviridae sp. ctAys2","species"
"2825045","Myoviridae sp. ctBCv9","species"
"2825046","Myoviridae sp. ctBZY1","species"
"2825047","Myoviridae sp. ctBrv3","species"
"2825049","Myoviridae sp. ctBtV12","species"
"2825051","Myoviridae sp. ctCYN4","species"
"2825053","Myoviridae sp. ctCo31","species"
"2825055","Myoviridae sp. ctCuC1","species"
"2825057","Myoviridae sp. ctDvB7","species"
"2825058","Myoviridae sp. ctDzM5","species"
"2825059","Myoviridae sp. ctE3x18","species"
"2825061","Myoviridae sp. ctEg02","species"
"2825062","Myoviridae sp. ctEtC12","species"
"2825068","Myoviridae sp. ctFPV8","species"
"2825069","Myoviridae sp. ctFYw8","species"
"2825075","Myoviridae sp. ctGrV43","species"
"2825077","Myoviridae sp. ctHfT6","species"
"2825079","Myoviridae sp. ctJ2i1","species"
"2825080","Myoviridae sp. ctK7P4","species"
"2825081","Myoviridae sp. ctKkB1","species"
"2825084","Myoviridae sp. ctLjW1","species"
"2825086","Myoviridae sp. ctLx49","species"
"2825088","Myoviridae sp. ctMb725","species"
"2825089","Myoviridae sp. ctMne5","species"
"2825090","Myoviridae sp. ctNYa18","species"
"2825092","Myoviridae sp. ctNrE4","species"
"2825093","Myoviridae sp. ctOpw2","species"
"2825094","Myoviridae sp. ctOv05","species"
"2825096","Myoviridae sp. ctP6q2","species"
"2825097","Myoviridae sp. ctPGO22","species"
"2825098","Myoviridae sp. ctPT18","species"
"2825099","Myoviridae sp. ctPkm1","species"
"2825101","Myoviridae sp. ctQdF5","species"
"2825102","Myoviridae sp. ctQf419","species"
"2825104","Myoviridae sp. ctRbn2","species"
"2825106","Myoviridae sp. ctRrG7","species"
"2825107","Myoviridae sp. ctSBU9","species"
"2825109","Myoviridae sp. ctTDl1","species"
"2825112","Myoviridae sp. ctTYJ16","species"
"2825113","Myoviridae sp. ctTn33","species"
"2825114","Myoviridae sp. ctTrm2","species"
"2825116","Myoviridae sp. ctUPB15","species"
"2825117","Myoviridae sp. ctVCj30","species"
"2825118","Myoviridae sp. ctWPU11","species"
"2825119","Myoviridae sp. ctWXg38","species"
"2825121","Myoviridae sp. ctXVO17","species"
"2825122","Myoviridae sp. ctXho31","species"
"2825123","Myoviridae sp. ctXwe21","species"
"2825124","Myoviridae sp. ctY1522","species"
"2825128","Myoviridae sp. ctZYN8","species"
"2825129","Myoviridae sp. ctZhz2","species"
"2825131","Myoviridae sp. ctaMv1","species"
"2825132","Myoviridae sp. ctaNG1","species"
"2825133","Myoviridae sp. ctaUM17","species"
"2825134","Myoviridae sp. ctai52","species"
"2825135","Myoviridae sp. ctakU3","species"
"2825138","Myoviridae sp. ctcaJ26","species"
"2825139","Myoviridae sp. ctcyQ27","species"
"2825140","Myoviridae sp. ctdNl2","species"
"2825145","Myoviridae sp. cte5Z19","species"
"2825146","Myoviridae sp. ctegP15","species"
"2825147","Myoviridae sp. ctf4L13","species"
"2825149","Myoviridae sp. ctgpD8","species"
"2825152","Myoviridae sp. cthRr4","species"
"2825153","Myoviridae sp. ctiil21","species"
"2825155","Myoviridae sp. ctioD2","species"
"2825156","Myoviridae sp. ctisV53","species"
"2825158","Myoviridae sp. ctiu99","species"
"2825159","Myoviridae sp. ctj4n23","species"
"2825160","Myoviridae sp. ctj994","species"
"2825165","Myoviridae sp. ctkfK18","species"
"2825166","Myoviridae sp. ctkmZ20","species"
"2825168","Myoviridae sp. ctm8X17","species"
"2825170","Myoviridae sp. ctncN39","species"
"2825172","Myoviridae sp. ctniE2","species"
"2825173","Myoviridae sp. ctoIO8","species"
"2825174","Myoviridae sp. ctp7F23","species"
"2825175","Myoviridae sp. ctpKu3","species"
"2825176","Myoviridae sp. ctpvf97","species"
"2825177","Myoviridae sp. ctq9w2","species"
"2825179","Myoviridae sp. ctrCp2","species"
"2825188","Myoviridae sp. ctsGI2","species"
"2825189","Myoviridae sp. ctsIb3","species"
"2825190","Myoviridae sp. ctsK93","species"
"2825191","Myoviridae sp. ctsNT17","species"
"2825192","Myoviridae sp. ctsNY46","species"
"2825197","Myoviridae sp. ctu2j3","species"
"2825198","Myoviridae sp. ctu3o5","species"
"2825199","Myoviridae sp. ctuAx8","species"
"2825200","Myoviridae sp. ctuJM17","species"
"2825201","Myoviridae sp. ctumZ20","species"
"2825202","Myoviridae sp. ctv204","species"
"2825203","Myoviridae sp. ctv9K3","species"
"2825204","Myoviridae sp. ctvns3","species"
"2825205","Myoviridae sp. ctvxP16","species"
"2825206","Myoviridae sp. ctw4b6","species"
"2825210","Myoviridae sp. ctxym25","species"
"2825212","Myoviridae sp. ctzS633","species"
"2825214","Myoviridae sp. ctzwE5","species"
"2825215","Myoviridae sp. ctzzS20","species"
"2825218","Podoviridae sp. ct3rL24","species"
"2825220","Podoviridae sp. ct5cR14","species"
"2825221","Podoviridae sp. ct6BA50","species"
"2825222","Podoviridae sp. ct8dV2","species"
"2825223","Podoviridae sp. ct8eG6","species"
"2825226","Podoviridae sp. ct9H612","species"
"2825228","Podoviridae sp. ctARy1","species"
"2825231","Podoviridae sp. ctCmm1","species"
"2825232","Podoviridae sp. ctDd04","species"
"2825233","Podoviridae sp. ctFbF42","species"
"2825234","Podoviridae sp. ctG4L18","species"
"2825236","Podoviridae sp. ctHkH8","species"
"2825238","Podoviridae sp. ctIlO27","species"
"2825240","Podoviridae sp. ctIpM11","species"
"2825242","Podoviridae sp. ctJDl18","species"
"2825243","Podoviridae sp. ctJaJ36","species"
"2825244","Podoviridae sp. ctLPy3","species"
"2825245","Podoviridae sp. ctOAf25","species"
"2825251","Podoviridae sp. ctTSE2","species"
"2825252","Podoviridae sp. ctU7u6","species"
"2825253","Podoviridae sp. ctUT63","species"
"2825254","Podoviridae sp. ctW0z17","species"
"2825255","Podoviridae sp. ctWeH21","species"
"2825257","Podoviridae sp. ctZ5d16","species"
"2825259","Podoviridae sp. ctZkC8","species"
"2825261","Podoviridae sp. ctdKF3","species"
"2825262","Podoviridae sp. ctdet19","species"
"2825263","Podoviridae sp. ctdxt3","species"
"2825265","Podoviridae sp. ctfAL26","species"
"2825266","Podoviridae sp. ctfNh8","species"
"2825267","Podoviridae sp. cthJQ11","species"
"2825269","Podoviridae sp. ctiwu7","species"
"2825273","Podoviridae sp. ctn7K25","species"
"2825274","Podoviridae sp. ctnCN2","species"
"2825275","Podoviridae sp. ctngc57","species"
"2825277","Podoviridae sp. ctpWp23","species"
"2825278","Podoviridae sp. ctrJu12","species"
"2825279","Podoviridae sp. ctrTt13","species"
"2825282","Podoviridae sp. ctt6T3","species"
"2825283","Podoviridae sp. ctuGs8","species"
"2825285","Podoviridae sp. ctvVI24","species"
"2825286","Podoviridae sp. ctwfP5","species"
"2825287","Podoviridae sp. ctx0K11","species"
"2825288","Podoviridae sp. ctyDR6","species"
"2825290","Siphoviridae sp. ct0106","species"
"2825291","Siphoviridae sp. ct0Bp21","species"
"2825292","Siphoviridae sp. ct0Ci105","species"
"2825293","Siphoviridae sp. ct0UO21","species"
"2825295","Siphoviridae sp. ct0X023","species"
"2825297","Siphoviridae sp. ct0eR1","species"
"2825298","Siphoviridae sp. ct0qt9","species"
"2825299","Siphoviridae sp. ct0uL16","species"
"2825302","Siphoviridae sp. ct0zh2","species"
"2825305","Siphoviridae sp. ct16M3","species"
"2825307","Siphoviridae sp. ct1Eo1","species"
"2825309","Siphoviridae sp. ct1TR2","species"
"2825315","Siphoviridae sp. ct2QJ10","species"
"2825317","Siphoviridae sp. ct2kB26","species"
"2825318","Siphoviridae sp. ct2vX3","species"
"2825319","Siphoviridae sp. ct2zh4","species"
"2825320","Siphoviridae sp. ct39g3","species"
"2825321","Siphoviridae sp. ct3R43","species"
"2825322","Siphoviridae sp. ct3es5","species"
"2825323","Siphoviridae sp. ct3gT1","species"
"2825324","Siphoviridae sp. ct3lF2","species"
"2825325","Siphoviridae sp. ct3r22","species"
"2825326","Siphoviridae sp. ct3yx7","species"
"2825327","Siphoviridae sp. ct3z32","species"
"2825328","Siphoviridae sp. ct4Ap70","species"
"2825329","Siphoviridae sp. ct4F219","species"
"2825330","Siphoviridae sp. ct4Rk11","species"
"2825331","Siphoviridae sp. ct4fm14","species"
"2825333","Siphoviridae sp. ct57T16","species"
"2825334","Siphoviridae sp. ct58H1","species"
"2825335","Siphoviridae sp. ct5FX1","species"
"2825336","Siphoviridae sp. ct5TL29","species"
"2825337","Siphoviridae sp. ct5jB2","species"
"2825338","Siphoviridae sp. ct5kv15","species"
"2825339","Siphoviridae sp. ct5qs5","species"
"2825340","Siphoviridae sp. ct6GI21","species"
"2825342","Siphoviridae sp. ct6JW23","species"
"2825343","Siphoviridae sp. ct6YY1","species"
"2825345","Siphoviridae sp. ct6bb17","species"
"2825347","Siphoviridae sp. ct73D3","species"
"2825349","Siphoviridae sp. ct7BG1","species"
"2825352","Siphoviridae sp. ct7au7","species"
"2825355","Siphoviridae sp. ct7xv9","species"
"2825356","Siphoviridae sp. ct87j35","species"
"2825359","Siphoviridae sp. ct8HH20","species"
"2825360","Siphoviridae sp. ct8Hx23","species"
"2825363","Siphoviridae sp. ct8NQ14","species"
"2825366","Siphoviridae sp. ct8rU2","species"
"2825367","Siphoviridae sp. ct96x5","species"
"2825369","Siphoviridae sp. ct9j27","species"
"2825371","Siphoviridae sp. ctAvy12","species"
"2825373","Siphoviridae sp. ctBCI9","species"
"2825374","Siphoviridae sp. ctBeL15","species"
"2825375","Siphoviridae sp. ctC4e1","species"
"2825376","Siphoviridae sp. ctC6C6","species"
"2825377","Siphoviridae sp. ctCNm48","species"
"2825378","Siphoviridae sp. ctCS019","species"
"2825380","Siphoviridae sp. ctCeQ13","species"
"2825382","Siphoviridae sp. ctCyS10","species"
"2825383","Siphoviridae sp. ctD2Q91","species"
"2825385","Siphoviridae sp. ctDCt3","species"
"2825386","Siphoviridae sp. ctDS752","species"
"2825387","Siphoviridae sp. ctDXu9","species"
"2825388","Siphoviridae sp. ctDiR9","species"
"2825390","Siphoviridae sp. ctDsE1","species"
"2825391","Siphoviridae sp. ctDtx1","species"
"2825393","Siphoviridae sp. ctEBu1","species"
"2825394","Siphoviridae sp. ctEIp38","species"
"2825395","Siphoviridae sp. ctEJj1","species"
"2825396","Siphoviridae sp. ctEP635","species"
"2825397","Siphoviridae sp. ctEZK6","species"
"2825399","Siphoviridae sp. ctEqU3","species"
"2825401","Siphoviridae sp. ctF2K4","species"
"2825402","Siphoviridae sp. ctF6o6","species"
"2825403","Siphoviridae sp. ctFKD2","species"
"2825404","Siphoviridae sp. ctFSL3","species"
"2825408","Siphoviridae sp. ctGDt6","species"
"2825409","Siphoviridae sp. ctGJ32","species"
"2825411","Siphoviridae sp. ctGN02","species"
"2825412","Siphoviridae sp. ctGQT3","species"
"2825413","Siphoviridae sp. ctGa111","species"
"2825415","Siphoviridae sp. ctGiO6","species"
"2825416","Siphoviridae sp. ctGoR6","species"
"2825419","Siphoviridae sp. ctH3Y19","species"
"2825421","Siphoviridae sp. ctHSY3","species"
"2825422","Siphoviridae sp. ctHhH6","species"
"2825425","Siphoviridae sp. ctHn727","species"
"2825427","Siphoviridae sp. ctICF6","species"
"2825430","Siphoviridae sp. ctJER10","species"
"2825431","Siphoviridae sp. ctJLm32","species"
"2825437","Siphoviridae sp. ctK9J6","species"
"2825439","Siphoviridae sp. ctKHH22","species"
"2825440","Siphoviridae sp. ctKNZ79","species"
"2825441","Siphoviridae sp. ctKRD15","species"
"2825443","Siphoviridae sp. ctKeG8","species"
"2825446","Siphoviridae sp. ctKwa30","species"
"2825447","Siphoviridae sp. ctKyp3","species"
"2825449","Siphoviridae sp. ctL0q1","species"
"2825451","Siphoviridae sp. ctLKT1","species"
"2825453","Siphoviridae sp. ctLNL10","species"
"2825454","Siphoviridae sp. ctLOE2","species"
"2825455","Siphoviridae sp. ctLgc23","species"
"2825456","Siphoviridae sp. ctLqe90","species"
"2825458","Siphoviridae sp. ctM4S20","species"
"2825459","Siphoviridae sp. ctM5A27","species"
"2825460","Siphoviridae sp. ctMOb8","species"
"2825461","Siphoviridae sp. ctMYJ33","species"
"2825462","Siphoviridae sp. ctMgg26","species"
"2825464","Siphoviridae sp. ctMs97","species"
"2825465","Siphoviridae sp. ctN5F10","species"
"2825468","Siphoviridae sp. ctNHj22","species"
"2825469","Siphoviridae sp. ctNLX12","species"
"2825471","Siphoviridae sp. ctNU74","species"
"2825473","Siphoviridae sp. ctNs77","species"
"2825474","Siphoviridae sp. ctNwR4","species"
"2825475","Siphoviridae sp. ctNxi14","species"
"2825476","Siphoviridae sp. ctO0R2","species"
"2825477","Siphoviridae sp. ctOCb13","species"
"2825480","Siphoviridae sp. ctOba29","species"
"2825481","Siphoviridae sp. ctOrJ23","species"
"2825483","Siphoviridae sp. ctPJ52","species"
"2825487","Siphoviridae sp. ctPsO101","species"
"2825488","Siphoviridae sp. ctPui28","species"
"2825490","Siphoviridae sp. ctQ091","species"
"2825492","Siphoviridae sp. ctQLz13","species"
"2825494","Siphoviridae sp. ctQkH10","species"
"2825495","Siphoviridae sp. ctQkj3","species"
"2825496","Siphoviridae sp. ctQqU1","species"
"2825498","Siphoviridae sp. ctR5S1","species"
"2825501","Siphoviridae sp. ctRGt12","species"
"2825503","Siphoviridae sp. ctRSW19","species"
"2825504","Siphoviridae sp. ctRcp9","species"
"2825505","Siphoviridae sp. ctRon5","species"
"2825506","Siphoviridae sp. ctS0613","species"
"2825507","Siphoviridae sp. ctS2049","species"
"2825508","Siphoviridae sp. ctSA812","species"
"2825509","Siphoviridae sp. ctSMg55","species"
"2825510","Siphoviridae sp. ctSXZ3","species"
"2825514","Siphoviridae sp. ctSx228","species"
"2825515","Siphoviridae sp. ctTBR23","species"
"2825516","Siphoviridae sp. ctTBd21","species"
"2825517","Siphoviridae sp. ctTDf8","species"
"2825519","Siphoviridae sp. ctTPJ4","species"
"2825521","Siphoviridae sp. ctTgb17","species"
"2825524","Siphoviridae sp. ctTrD1","species"
"2825525","Siphoviridae sp. ctTwu10","species"
"2825527","Siphoviridae sp. ctUGR26","species"
"2825529","Siphoviridae sp. ctUi914","species"
"2825530","Siphoviridae sp. ctVJE9","species"
"2825531","Siphoviridae sp. ctVOP12","species"
"2825532","Siphoviridae sp. ctVif31","species"
"2825534","Siphoviridae sp. ctVzN31","species"
"2825535","Siphoviridae sp. ctW4q29","species"
"2825536","Siphoviridae sp. ctWBz6","species"
"2825537","Siphoviridae sp. ctWKa2","species"
"2825539","Siphoviridae sp. ctWlk2","species"
"2825540","Siphoviridae sp. ctX5W26","species"
"2825541","Siphoviridae sp. ctXBp18","species"
"2825543","Siphoviridae sp. ctXQ92","species"
"2825545","Siphoviridae sp. ctXZQ9","species"
"2825546","Siphoviridae sp. ctXmm2","species"
"2825547","Siphoviridae sp. ctYM922","species"
"2825548","Siphoviridae sp. ctYWd4","species"
"2825550","Siphoviridae sp. ctYcY12","species"
"2825551","Siphoviridae sp. ctYkG6","species"
"2825554","Siphoviridae sp. ctZ0X1","species"
"2825556","Siphoviridae sp. ctZD11","species"
"2825557","Siphoviridae sp. ctZE52","species"
"2825559","Siphoviridae sp. ctZd434","species"
"2825563","Siphoviridae sp. ctaDn21","species"
"2825565","Siphoviridae sp. ctbLB3","species"
"2825568","Siphoviridae sp. ctbxa26","species"
"2825569","Siphoviridae sp. ctc6d98","species"
"2825570","Siphoviridae sp. ctcC24","species"
"2825571","Siphoviridae sp. ctcK97","species"
"2825572","Siphoviridae sp. ctcRb7","species"
"2825573","Siphoviridae sp. ctcUB23","species"
"2825574","Siphoviridae sp. ctckI12","species"
"2825575","Siphoviridae sp. ctcx61","species"
"2825576","Siphoviridae sp. ctd9R8","species"
"2825577","Siphoviridae sp. ctdHi7","species"
"2825578","Siphoviridae sp. ctdSa3","species"
"2825582","Siphoviridae sp. ctdj515","species"
"2825585","Siphoviridae sp. ctdm01","species"
"2825586","Siphoviridae sp. ctdmY20","species"
"2825587","Siphoviridae sp. cteDy1","species"
"2825588","Siphoviridae sp. cteHV32","species"
"2825592","Siphoviridae sp. cteYp19","species"
"2825593","Siphoviridae sp. ctevH2","species"
"2825595","Siphoviridae sp. ctf8W5","species"
"2825596","Siphoviridae sp. ctfR912","species"
"2825597","Siphoviridae sp. ctfhy6","species"
"2825599","Siphoviridae sp. ctfza2","species"
"2825600","Siphoviridae sp. ctg0K17","species"
"2825601","Siphoviridae sp. ctg2r17","species"
"2825606","Siphoviridae sp. ctgEn20","species"
"2825608","Siphoviridae sp. ctgN495","species"
"2825609","Siphoviridae sp. ctgaU3","species"
"2825610","Siphoviridae sp. ctgyi6","species"
"2825611","Siphoviridae sp. ctgyq20","species"
"2825612","Siphoviridae sp. cthEJ2","species"
"2825613","Siphoviridae sp. cthGz5","species"
"2825616","Siphoviridae sp. cthWs11","species"
"2825617","Siphoviridae sp. cthae16","species"
"2825618","Siphoviridae sp. cthu813","species"
"2825619","Siphoviridae sp. cti0B23","species"
"2825621","Siphoviridae sp. ctiMP24","species"
"2825623","Siphoviridae sp. ctiPM17","species"
"2825627","Siphoviridae sp. ctitf6","species"
"2825628","Siphoviridae sp. ctiuu37","species"
"2825629","Siphoviridae sp. ctj8j9","species"
"2825630","Siphoviridae sp. ctjBn3","species"
"2825631","Siphoviridae sp. ctjKY6","species"
"2825633","Siphoviridae sp. ctjZA23","species"
"2825634","Siphoviridae sp. ctjbm8","species"
"2825635","Siphoviridae sp. ctjdk2","species"
"2825636","Siphoviridae sp. ctjsp22","species"
"2825637","Siphoviridae sp. ctjuy3","species"
"2825639","Siphoviridae sp. ctk4d14","species"
"2825640","Siphoviridae sp. ctkI07","species"
"2825641","Siphoviridae sp. ctkJH11","species"
"2825642","Siphoviridae sp. ctkKt3","species"
"2825643","Siphoviridae sp. ctkhg5","species"
"2825644","Siphoviridae sp. ctkkB9","species"
"2825645","Siphoviridae sp. ctksc2","species"
"2825646","Siphoviridae sp. ctkyp1","species"
"2825647","Siphoviridae sp. ctlIg4","species"
"2825648","Siphoviridae sp. ctlQ13","species"
"2825649","Siphoviridae sp. ctlgF9","species"
"2825650","Siphoviridae sp. ctmJp3","species"
"2825651","Siphoviridae sp. ctmP19","species"
"2825652","Siphoviridae sp. ctmYS12","species"
"2825654","Siphoviridae sp. ctmpG14","species"
"2825655","Siphoviridae sp. ctmqu18","species"
"2825657","Siphoviridae sp. ctmxA102","species"
"2825659","Siphoviridae sp. ctnMb19","species"
"2825660","Siphoviridae sp. ctnNB1","species"
"2825661","Siphoviridae sp. ctnOB2","species"
"2825662","Siphoviridae sp. ctnPP24","species"
"2825664","Siphoviridae sp. ctneY2","species"
"2825666","Siphoviridae sp. ctnsL8","species"
"2825667","Siphoviridae sp. ctoMP27","species"
"2825668","Siphoviridae sp. ctoOf8","species"
"2825669","Siphoviridae sp. ctoRD1","species"
"2825670","Siphoviridae sp. ctobd83","species"
"2825673","Siphoviridae sp. ctorp6","species"
"2825674","Siphoviridae sp. ctoyo6","species"
"2825675","Siphoviridae sp. ctoyp25","species"
"2825676","Siphoviridae sp. ctpji4","species"
"2825677","Siphoviridae sp. ctpnN3","species"
"2825678","Siphoviridae sp. ctpoI7","species"
"2825679","Siphoviridae sp. ctpyK9","species"
"2825680","Siphoviridae sp. ctqBH20","species"
"2825681","Siphoviridae sp. ctqrl18","species"
"2825683","Siphoviridae sp. ctr0c13","species"
"2825684","Siphoviridae sp. ctr2f5","species"
"2825685","Siphoviridae sp. ctr8v12","species"
"2825686","Siphoviridae sp. ctrAT9","species"
"2825687","Siphoviridae sp. ctrAf3","species"
"2825688","Siphoviridae sp. ctrEg9","species"
"2825689","Siphoviridae sp. ctrgQ8","species"
"2825696","Siphoviridae sp. ctsYb1","species"
"2825697","Siphoviridae sp. ctsfh5","species"
"2825699","Siphoviridae sp. ctss15","species"
"2825700","Siphoviridae sp. ctsxl5","species"
"2825704","Siphoviridae sp. cttG313","species"
"2825705","Siphoviridae sp. cttG32","species"
"2825708","Siphoviridae sp. cttma3","species"
"2825709","Siphoviridae sp. cttuu15","species"
"2825710","Siphoviridae sp. ctu061","species"
"2825712","Siphoviridae sp. ctu9a31","species"
"2825713","Siphoviridae sp. ctuOq1","species"
"2825714","Siphoviridae sp. ctub511","species"
"2825715","Siphoviridae sp. ctuk37","species"
"2825716","Siphoviridae sp. ctuka10","species"
"2825717","Siphoviridae sp. ctur44","species"
"2825718","Siphoviridae sp. ctuvi3","species"
"2825719","Siphoviridae sp. ctuy39","species"
"2825720","Siphoviridae sp. ctvBz3","species"
"2825721","Siphoviridae sp. ctvNP11","species"
"2825722","Siphoviridae sp. ctvbt38","species"
"2825723","Siphoviridae sp. ctvdw32","species"
"2825725","Siphoviridae sp. ctvuW5","species"
"2825726","Siphoviridae sp. ctwDU14","species"
"2825727","Siphoviridae sp. ctwHj1","species"
"2825729","Siphoviridae sp. ctwIa5","species"
"2825732","Siphoviridae sp. ctwfx1","species"
"2825733","Siphoviridae sp. ctwhn18","species"
"2825734","Siphoviridae sp. ctwnj8","species"
"2825736","Siphoviridae sp. ctwzt2","species"
"2825737","Siphoviridae sp. ctx254","species"
"2825738","Siphoviridae sp. ctx7r16","species"
"2825740","Siphoviridae sp. ctxdc10","species"
"2825742","Siphoviridae sp. ctxyw6","species"
"2825745","Siphoviridae sp. ctyNQ5","species"
"2825746","Siphoviridae sp. ctybZ1","species"
"2825747","Siphoviridae sp. ctyg07","species"
"2825751","Siphoviridae sp. ctzr51","species"
"2825752","Ackermannviridae sp. ctClB2","species"
"2825753","Ackermannviridae sp. ctUml7","species"
"2825754","Ackermannviridae sp. ctkHJ36","species"
"2825755","Caudovirales sp. ct0FJ5","species"
